"long","lat","dist_market"
-66.92751676,18.48838198,38.941666256788
-66.90200171,18.48448756,40.2435019949019
-67.48229132,18.39199215,41.5256180669759
-67.2282187,18.38798778,22.3695935365344
-67.48515027,18.38975602,41.6638647412608
-67.47238599,18.38829857,40.4156990398297
-67.4733443,18.38695091,40.4278264091191
-67.23251831,18.38396212,22.1529151483981
-67.48664083,18.38163572,41.3644373991787
-67.487114,18.38163948,41.4085854591534
-67.4843026,18.3784546,40.9797249373107
-67.48383338,18.37799908,40.9121925829633
-67.25815312,18.37561541,22.6551659615989
-67.26691252,18.35130099,21.0023849256071
-67.2678586,18.35130959,21.0656810265932
-66.3992069,18.4945032,36.4481327453394
-66.40015322,18.49451621,36.544227318889
-66.39874057,18.49404525,36.3863482956985
-66.39259639,18.49350914,35.7481609923673
-66.43384208,18.48865457,39.7979389852049
-66.33216736,18.48408786,29.352637452834
-65.56035165,18.37687144,53.8050743661265
-65.55952311,18.3709901,53.9269500905762
-65.53887053,18.36384659,56.156281310593
-65.49829781,18.36039666,59.7225362121073
-65.52764985,18.35777591,57.3897398192614
-65.48711572,18.35251961,58.5315974883676
-65.56743055,18.35353382,53.243170869853
-65.61821703,18.34225843,48.0515315573896
-65.47495337,18.27648867,57.8331998952164
-65.60608342,18.2617152,51.2379181461464
-65.51840659,18.25291847,60.4065003166665
-67.27213392,18.34954142,21.2018701937869
-67.26598898,18.34903384,20.7455542567112
-67.27024628,18.34907254,21.0339704923863
-67.27073729,18.34727,20.9145465452715
-67.26980473,18.34590628,20.7356663049505
-67.26176785,18.3453814,20.1510844466211
-67.24694084,18.31452687,16.5285355596062
-67.24565855,18.3009627,15.3436901328924
-67.24616327,18.29780511,15.1372475011801
-67.24148453,18.29279288,14.3962778013679
-67.93601723,18.10407597,84.623155750506
-67.9421788,18.10094683,85.3155990091298
-67.94271359,18.09055687,85.5339136415644
-67.94461429,18.08875981,85.762432348698
-67.93947417,18.07924246,85.3893953887835
-67.93994932,18.0787932,85.4471174407663
-67.94941694,18.0756819,86.4922647292104
-67.94422289,18.0752017,85.9588595188945
-67.84503797,18.07101897,75.7146134126884
-67.85261698,18.06790117,76.5690269002491
-67.9140875,18.05876748,83.1487719539398
-67.90936647,18.05828902,82.6688655646248
-67.86261001,18.05666386,77.858028905978
-67.86451399,18.05441578,78.1076117589319
-67.90751604,18.05195249,82.6172505158783
-67.88816061,18.05003467,80.6570515099972
-65.50951914,18.20131478,63.0677719312987
-65.51445428,18.1905747,63.0058330972454
-65.50277286,18.1844959,62.9396142014083
-65.52457979,18.17992847,62.4604243823405
-65.53173889,18.17599673,61.9362717866903
-65.4510551,18.17407046,58.1074729710066
-65.46474838,18.17387195,59.4809794135962
-65.48714341,18.16345351,62.0987572871642
-65.3597898,18.15927677,49.794566316175
-65.36450759,18.15936614,50.2427078814118
-65.66183313,18.1620568,50.4109549128427
-65.29480135,18.15262001,44.0289289047936
-65.2977268,18.14816482,44.5434817781583
-65.48812947,18.13775106,63.2024968498578
-65.26979781,18.13002983,43.1166195319953
-65.66899638,18.13284631,51.5456123706621
-65.62383732,18.12483825,56.0074958678321
-65.61684682,18.12020258,56.9073499764647
-65.71184452,18.11327414,49.2611168863494
-65.64357789,18.10442398,55.561924784696
-65.68141412,18.10011525,52.6732148294493
-65.70703399,18.09288247,51.1210501629413
-65.74251777,18.08806956,48.7498902821857
-65.71331849,18.08486593,51.2239801277565
-66.20968433,18.47961286,17.334807080017
-67.30615496,18.01102432,27.3809426794029
-67.34265728,17.995528,31.2081025436865
-67.3127908,17.95867659,32.4708170819985
-67.30193927,17.95813019,31.9007146687637
-67.3133185,17.95280811,33.0443216898208
-67.32703993,17.94931261,34.1760045573786
-67.30581848,17.94732153,33.1351509265427
-67.31018195,17.93516164,34.5265285003028
-65.54215856,18.07826172,66.0674335072438
-65.47702771,18.07933885,64.8445785860697
-65.61660522,18.08364406,59.2238502956173
-65.57785619,18.08657025,62.4007729982782
-65.61650998,18.08860655,58.9094442880879
-65.36124577,18.08891925,53.6996589208873
-65.43008249,18.09110932,59.8480215101679
-65.45458953,18.09246428,62.0669448627628
-65.47483453,18.09464068,63.8693883929355
-65.61209107,18.09755464,58.7203676471008
-65.38987464,18.09622574,55.863763863156
-65.62003279,18.10175574,57.7646431911955
-65.31957737,18.09624894,49.5763091360783
-65.39770779,18.10539643,56.0833803577225
-65.39439699,18.10578566,55.7560184975254
-65.40046394,18.1090576,56.1447938182158
-65.31340835,18.12049401,47.5516941784635
-65.67298695,18.1464546,50.3470157355844
-65.61999072,18.17757131,53.4272149421398
-65.43165657,18.33795163,52.6883672418147
-65.5269939,18.34332408,57.6102979492479
-65.5124425,18.36201019,58.9567419542591
